z,n,symbol,half_life_sec,zaid,formula
87,144,Fr,17.6,87231,Fr231
87,145,Fr,5.5,87232,Fr232
87,146,Fr,0.9,87233,Fr233
88,113,Ra,0.008,88201,Ra201
88,114,Ra,0.016,88202,Ra202
88,115,Ra,0.031,88203,Ra203
88,116,Ra,0.057,88204,Ra204
88,117,Ra,0.21,88205,Ra205
88,118,Ra,0.24,88206,Ra206
88,119,Ra,1.35,88207,Ra207
88,120,Ra,1.3,88208,Ra208
88,121,Ra,4.8,88209,Ra209
88,122,Ra,3.7,88210,Ra210
88,123,Ra,13.0,88211,Ra211
88,124,Ra,13.0,88212,Ra212
88,125,Ra,163.8,88213,Ra213
88,126,Ra,2.438,88214,Ra214
88,127,Ra,0.00166,88215,Ra215
88,128,Ra,1.82e-07,88216,Ra216
88,129,Ra,1.6e-06,88217,Ra217
88,130,Ra,2.591e-05,88218,Ra218
88,131,Ra,0.009,88219,Ra219
88,132,Ra,0.018,88220,Ra220
88,133,Ra,28.0,88221,Ra221
88,134,Ra,38.0,88222,Ra222
88,135,Ra,987552.0,88223,Ra223
88,136,Ra,313770.24,88224,Ra224
88,137,Ra,1287360.0,88225,Ra225
88,138,Ra,50491081559.3472,88226,Ra226
88,139,Ra,2532.0,88227,Ra227
88,140,Ra,181452324.353904,88228,Ra228
88,141,Ra,240.0,88229,Ra229
88,142,Ra,5580.0,88230,Ra230
88,143,Ra,103.9,88231,Ra231
88,144,Ra,252.0,88232,Ra232
88,145,Ra,30.0,88233,Ra233
88,146,Ra,30.0,88234,Ra234
89,116,Ac,0.02,89205,Ac205
89,117,Ac,0.022,89206,Ac206
89,118,Ac,0.027,89207,Ac207
89,119,Ac,0.095,89208,Ac208
89,120,Ac,0.087,89209,Ac209
89,121,Ac,0.35,89210,Ac210
89,122,Ac,0.21,89211,Ac211
89,123,Ac,0.88,89212,Ac212
89,124,Ac,0.738,89213,Ac213
89,125,Ac,8.2,89214,Ac214
89,126,Ac,0.17,89215,Ac215
89,127,Ac,0.00044,89216,Ac216
89,128,Ac,6.9e-08,89217,Ac217
89,129,Ac,1.03e-06,89218,Ac218
89,130,Ac,1.18e-05,89219,Ac219
89,131,Ac,0.0264,89220,Ac220
89,132,Ac,0.052,89221,Ac221
89,133,Ac,5.0,89222,Ac222
89,134,Ac,126.0,89223,Ac223
89,135,Ac,10008.0,89224,Ac224
89,136,Ac,857088.0,89225,Ac225
89,137,Ac,105732.0,89226,Ac226
89,138,Ac,687057392.318817,89227,Ac227
89,139,Ac,22140.0,89228,Ac228
89,140,Ac,3762.0,89229,Ac229
89,141,Ac,122.0,89230,Ac230
89,142,Ac,450.0,89231,Ac231
89,143,Ac,119.0,89232,Ac232
89,144,Ac,143.0,89233,Ac233
89,145,Ac,44.0,89234,Ac234
89,146,Ac,62.0,89235,Ac235
89,147,Ac,72.0,89236,Ac236
90,117,Th,0.01,90207,Th207
90,118,Th,0.0017,90208,Th208
90,119,Th,0.0025,90209,Th209
90,120,Th,0.016,90210,Th210
90,121,Th,0.037,90211,Th211
90,122,Th,0.0317,90212,Th212
90,123,Th,0.146,90213,Th213
90,124,Th,0.087,90214,Th214
90,125,Th,1.2,90215,Th215
90,126,Th,0.026,90216,Th216
90,127,Th,0.000252,90217,Th217
90,128,Th,1.22e-07,90218,Th218
90,129,Th,1.025e-06,90219,Th219
90,130,Th,9.7e-06,90220,Th220
90,131,Th,0.00174,90221,Th221
90,132,Th,0.00224,90222,Th222
90,133,Th,0.6,90223,Th223
90,134,Th,1.04,90224,Th224
90,135,Th,525.0,90225,Th225
90,136,Th,1834.2,90226,Th226
90,137,Th,1615420.8,90227,Th227
90,138,Th,60324219.69303007,90228,Th228
90,139,Th,248668576679.78497,90229,Th229
90,140,Th,2379392218484.237,90230,Th230
90,141,Th,92052.0,90231,Th231
90,142,Th,4.41796963644288e+17,90232,Th232
90,143,Th,1309.8,90233,Th233
90,144,Th,2082240.0,90234,Th234
90,145,Th,432.0,90235,Th235
90,146,Th,2250.0,90236,Th236
90,147,Th,288.0,90237,Th237
90,148,Th,564.0,90238,Th238
91,120,Pa,3e-07,91211,Pa211
91,121,Pa,0.0051,91212,Pa212
91,122,Pa,0.0053,91213,Pa213
91,123,Pa,0.017,91214,Pa214
91,124,Pa,0.014,91215,Pa215
91,125,Pa,0.15,91216,Pa216
91,126,Pa,0.0038,91217,Pa217
91,127,Pa,0.000109,91218,Pa218
91,128,Pa,5.4e-08,91219,Pa219
91,129,Pa,7.8e-07,91220,Pa220
91,130,Pa,5.9e-06,91221,Pa221
91,131,Pa,0.0029,91222,Pa222
91,132,Pa,0.0051,91223,Pa223
91,133,Pa,0.846,91224,Pa224
91,134,Pa,1.7,91225,Pa225
91,135,Pa,108.0,91226,Pa226
91,136,Pa,2298.0,91227,Pa227
91,137,Pa,79200.0,91228,Pa228
91,138,Pa,129600.0,91229,Pa229
91,139,Pa,1503360.0,91230,Pa230
91,140,Pa,1027809078992.4614,91231,Pa231
91,141,Pa,114048.0,91232,Pa232
91,142,Pa,2330640.0,91233,Pa233
91,143,Pa,24120.0,91234,Pa234
91,144,Pa,1464.0,91235,Pa235
91,145,Pa,546.0,91236,Pa236
91,146,Pa,522.0,91237,Pa237
91,147,Pa,136.8,91238,Pa238
91,148,Pa,6480.0,91239,Pa239
92,122,U,0.00052,92214,U214
92,123,U,0.0007,92215,U215
92,124,U,0.0045,92216,U216
92,125,U,0.016,92217,U217
92,126,U,0.00065,92218,U218
92,127,U,6e-05,92219,U219
92,129,U,6.6e-07,92221,U221
92,130,U,4.7e-06,92222,U222
92,131,U,1.8e-05,92223,U223
92,132,U,0.000396,92224,U224
92,133,U,0.069,92225,U225
92,134,U,0.268,92226,U226
92,135,U,66.0,92227,U227
92,136,U,546.0,92228,U228
92,137,U,3480.0,92229,U229
92,138,U,1747872.0,92230,U230
92,139,U,362880.0,92231,U231
92,140,U,2174272199.649389,92232,U232
92,141,U,5023547045895.301,92233,U233
92,142,U,7747225326762.336,92234,U234
92,143,U,2.221607588611277e+16,92235,U235
92,144,U,739063206324944.6,92236,U236
92,145,U,583372.8,92237,U237
92,146,U,1.4099634525447706e+17,92238,U238
92,147,U,1407.0,92239,U239
92,148,U,50760.0,92240,U240
92,149,U,,92241,U241
92,150,U,1008.0,92242,U242
92,151,U,,92243,U243
92,152,U,,92244,U244
92,153,U,,92245,U245
92,154,U,,92246,U246
92,155,U,,92247,U247
92,156,U,,92248,U248
92,157,U,,92249,U249
92,158,U,,92250,U250
92,159,U,,92251,U251
92,161,U,,92253,U253
92,162,U,,92254,U254
92,163,U,,92255,U255
93,126,Np,0.00015,93219,Np219
93,127,Np,2.5e-05,93220,Np220
93,129,Np,3.8e-07,93222,Np222
93,130,Np,2.2e-06,93223,Np223
93,131,Np,3.8e-05,93224,Np224
93,132,Np,0.0036,93225,Np225
93,133,Np,0.035,93226,Np226
93,134,Np,0.51,93227,Np227
93,135,Np,61.4,93228,Np228
93,136,Np,240.0,93229,Np229
93,137,Np,276.0,93230,Np230
93,138,Np,2928.0,93231,Np231
93,139,Np,882.0,93232,Np232
93,140,Np,2172.0,93233,Np233
93,141,Np,380160.0,93234,Np234
93,142,Np,34223040.0,93235,Np235
93,143,Np,4891323526061.76,93236,Np236
93,144,Np,67658049289525.25,93237,Np237
93,145,Np,181353.6,93238,Np238
93,146,Np,203558.4,93239,Np239
93,147,Np,3714.0,93240,Np240
93,148,Np,834.0,93241,Np241
93,149,Np,132.0,93242,Np242
93,150,Np,111.0,93243,Np243
93,151,Np,137.4,93244,Np244
94,134,Pu,1.1,94228,Pu228
94,135,Pu,90.0,94229,Pu229
94,136,Pu,102.0,94230,Pu230
94,137,Pu,516.0,94231,Pu231
94,138,Pu,2028.0,94232,Pu232
94,139,Pu,1254.0,94233,Pu233
94,140,Pu,31680.0,94234,Pu234
94,141,Pu,1518.0,94235,Pu235
94,142,Pu,90189694.43538392,94236,Pu236
94,143,Pu,3943296.0,94237,Pu237
94,144,Pu,2767542407.9717183,94238,Pu238
94,145,Pu,760837485247.4131,94239,Pu239
94,146,Pu,207044991319.29813,94240,Pu240
94,147,Pu,452179192.2899288,94241,Pu241
94,148,Pu,11770733388522.816,94242,Pu242
94,149,Pu,17841.6,94243,Pu243
94,150,Pu,2565578081734329.0,94244,Pu244
94,151,Pu,37800.0,94245,Pu245
94,152,Pu,936576.0,94246,Pu246
94,153,Pu,196128.0,94247,Pu247
95,128,Am,0.005,95223,Am223
95,134,Am,0.9,95229,Am229
95,135,Am,31.0,95230,Am230
95,137,Am,79.0,95232,Am232
95,138,Am,192.0,95233,Am233
95,139,Am,139.2,95234,Am234
95,140,Am,618.0,95235,Am235
95,141,Am,216.0,95236,Am236
95,142,Am,4416.0,95237,Am237
95,143,Am,5880.0,95238,Am238
95,144,Am,42840.0,95239,Am239
95,145,Am,182880.0,95240,Am240
95,146,Am,13651526176.6085,95241,Am241
95,147,Am,57636.0,95242,Am242
95,148,Am,232385202876.89548,95243,Am243
95,149,Am,36360.0,95244,Am244
95,150,Am,7380.0,95245,Am245
95,151,Am,2340.0,95246,Am246
95,152,Am,1380.0,95247,Am247
95,153,Am,,95248,Am248
96,137,Cm,23.0,96233,Cm233
96,138,Cm,51.0,96234,Cm234
96,139,Cm,,96235,Cm235
96,140,Cm,408.0,96236,Cm236
96,141,Cm,,96237,Cm237
96,142,Cm,7920.0,96238,Cm238
96,143,Cm,9720.0,96239,Cm239
96,144,Cm,2332800.0,96240,Cm240
96,145,Cm,2833920.0,96241,Cm241
96,146,Cm,14072832.0,96242,Cm242
96,147,Cm,918306545.8606272,96243,Cm243
96,148,Cm,571495929.3998611,96244,Cm244
96,149,Cm,265803987483.9884,96245,Cm245
96,150,Cm,148506893636.42996,96246,Cm246
96,151,Cm,492288045203635.2,96247,Cm247
96,152,Cm,10981810239158.016,96248,Cm248
96,153,Cm,3849.0,96249,Cm249
96,154,Cm,261922485589.1136,96250,Cm250
96,155,Cm,1008.0,96251,Cm251
97,136,Bk,21.0,97233,Bk233
97,137,Bk,140.0,97234,Bk234
97,139,Bk,22.0,97236,Bk236
97,141,Bk,144.0,97238,Bk238
97,142,Bk,,97239,Bk239
97,143,Bk,288.0,97240,Bk240
97,144,Bk,276.0,97241,Bk241
97,145,Bk,420.0,97242,Bk242
97,146,Bk,16560.0,97243,Bk243
97,147,Bk,18072.0,97244,Bk244
97,148,Bk,427680.0,97245,Bk245
97,149,Bk,155520.0,97246,Bk246
97,150,Bk,43548557844.93696,97247,Bk247
97,151,Bk,284012333.771328,97248,Bk248
97,152,Bk,28512000.0,97249,Bk249
97,153,Bk,11563.2,97250,Bk250
97,154,Bk,3336.0,97251,Bk251
97,156,Bk,600.0,97253,Bk253
98,138,Cf,,98236,Cf236
98,139,Cf,2.1,98237,Cf237
98,140,Cf,0.0211,98238,Cf238
98,141,Cf,39.0,98239,Cf239
98,142,Cf,57.6,98240,Cf240
98,143,Cf,226.8,98241,Cf241
98,144,Cf,210.0,98242,Cf242
98,145,Cf,642.0,98243,Cf243
98,146,Cf,1164.0,98244,Cf244
98,147,Cf,2700.0,98245,Cf245
98,148,Cf,128520.0,98246,Cf246
98,149,Cf,11196.0,98247,Cf247
98,150,Cf,28814400.0,98248,Cf248
98,151,Cf,11076481017.081793,98249,Cf249
98,152,Cf,412764591.7476634,98250,Cf250
98,153,Cf,28338119525.183617,98251,Cf251
98,154,Cf,83531183.05474502,98252,Cf252
98,155,Cf,1538784.0,98253,Cf253
98,156,Cf,5227200.0,98254,Cf254
98,157,Cf,5100.0,98255,Cf255
98,158,Cf,738.0,98256,Cf256
99,141,Es,6.0,99240,Es240
99,142,Es,8.0,99241,Es241
99,143,Es,17.8,99242,Es242
99,144,Es,21.0,99243,Es243
99,145,Es,37.0,99244,Es244
99,146,Es,66.0,99245,Es245
99,147,Es,450.0,99246,Es246
99,148,Es,,99247,Es247
99,149,Es,1440.0,99248,Es248
99,150,Es,6132.0,99249,Es249
99,151,Es,30960.0,99250,Es250
99,152,Es,118800.0,99251,Es251
99,153,Es,40754880.0,99252,Es252
99,154,Es,1768608.0,99253,Es253
99,155,Es,23820480.0,99254,Es254
99,156,Es,3438720.0,99255,Es255
99,157,Es,1524.0,99256,Es256
99,158,Es,665280.0,99257,Es257
100,141,Fm,0.00073,100241,Fm241
100,142,Fm,0.0008,100242,Fm242
100,143,Fm,0.231,100243,Fm243
100,144,Fm,0.00312,100244,Fm244
100,145,Fm,4.2,100245,Fm245
100,146,Fm,1.54,100246,Fm246
100,147,Fm,31.0,100247,Fm247
100,148,Fm,34.5,100248,Fm248
100,149,Fm,156.0,100249,Fm249
100,150,Fm,1800.0,100250,Fm250
100,151,Fm,19080.0,100251,Fm251
100,152,Fm,91404.0,100252,Fm252
100,153,Fm,259200.0,100253,Fm253
100,154,Fm,11664.0,100254,Fm254
100,155,Fm,72252.0,100255,Fm255
100,156,Fm,9426.0,100256,Fm256
100,157,Fm,8683200.0,100257,Fm257
100,158,Fm,0.00037,100258,Fm258
100,159,Fm,1.5,100259,Fm259
101,143,Md,0.38,101244,Md244
101,144,Md,0.0009,101245,Md245
101,145,Md,0.9,101246,Md246
101,146,Md,1.2,101247,Md247
101,147,Md,7.0,101248,Md248
101,148,Md,21.7,101249,Md249
101,149,Md,52.0,101250,Md250
101,150,Md,240.0,101251,Md251
101,151,Md,138.0,101252,Md252
101,152,Md,360.0,101253,Md253
101,153,Md,600.0,101254,Md254
101,154,Md,1620.0,101255,Md255
101,155,Md,4662.0,101256,Md256
101,156,Md,19872.0,101257,Md257
101,157,Md,4449600.0,101258,Md258
101,158,Md,5760.0,101259,Md259
101,159,Md,2747520.0,101260,Md260
102,146,No,2e-06,102248,No248
102,147,No,0.0381,102249,No249
102,148,No,4.2e-06,102250,No250
102,149,No,0.8,102251,No251
102,150,No,2.46,102252,No252
102,151,No,97.2,102253,No253
102,152,No,51.2,102254,No254
102,153,No,211.2,102255,No255
102,154,No,2.91,102256,No256
102,155,No,24.5,102257,No257
102,156,No,0.0012,102258,No258
102,157,No,3480.0,102259,No259
102,158,No,0.106,102260,No260
102,160,No,0.005,102262,No262
103,149,Lr,0.33,103252,Lr252
103,150,Lr,0.57,103253,Lr253
103,151,Lr,18.1,103254,Lr254
103,152,Lr,31.1,103255,Lr255
103,153,Lr,27.9,103256,Lr256
103,154,Lr,4.0,103257,Lr257
103,155,Lr,3.92,103258,Lr258
103,156,Lr,6.2,103259,Lr259
103,157,Lr,180.0,103260,Lr260
103,158,Lr,2340.0,103261,Lr261
103,159,Lr,14400.0,103262,Lr262
103,161,Lr,17640.0,103264,Lr264
103,163,Lr,39600.0,103266,Lr266
104,149,Rf,0.0099,104253,Rf253
104,150,Rf,2.32e-05,104254,Rf254
104,151,Rf,1.68,104255,Rf255
104,152,Rf,0.00667,104256,Rf256
104,153,Rf,4.4,104257,Rf257
104,154,Rf,0.012,104258,Rf258
104,155,Rf,2.4,104259,Rf259
104,156,Rf,0.021,104260,Rf260
104,157,Rf,68.0,104261,Rf261
104,158,Rf,2.3,104262,Rf262
104,159,Rf,600.0,104263,Rf263
104,161,Rf,60.0,104265,Rf265
104,163,Rf,4680.0,104267,Rf267
105,150,Db,1.6,105255,Db255
105,151,Db,1.6,105256,Db256
105,152,Db,2.3,105257,Db257
105,153,Db,4.3,105258,Db258
105,154,Db,0.51,105259,Db259
105,155,Db,1.52,105260,Db260
105,156,Db,1.8,105261,Db261
105,157,Db,35.0,105262,Db262
105,158,Db,27.0,105263,Db263
105,161,Db,1440.0,105266,Db266
105,162,Db,4740.0,105267,Db267
105,163,Db,100800.0,105268,Db268
105,165,Db,54000.0,105270,Db270
106,152,Sg,0.0025,106258,Sg258
106,153,Sg,0.29,106259,Sg259
106,154,Sg,0.0036,106260,Sg260
106,155,Sg,0.23,106261,Sg261
106,156,Sg,0.0069,106262,Sg262
106,157,Sg,1.0,106263,Sg263
106,158,Sg,0.037,106264,Sg264
106,159,Sg,14.4,106265,Sg265
106,160,Sg,0.34,106266,Sg266
106,161,Sg,84.0,106267,Sg267
106,163,Sg,130.0,106269,Sg269
106,165,Sg,96.0,106271,Sg271
107,153,Bh,0.035,107260,Bh260
107,154,Bh,0.012,107261,Bh261
107,155,Bh,0.102,107262,Bh262
107,156,Bh,,107263,Bh263
107,157,Bh,0.44,107264,Bh264
107,158,Bh,,107265,Bh265
107,159,Bh,2.1,107266,Bh266
107,160,Bh,14.0,107267,Bh267
107,163,Bh,60.0,107270,Bh270
107,164,Bh,1.5,107271,Bh271
107,165,Bh,10.5,107272,Bh272
107,167,Bh,44.0,107274,Bh274
107,171,Bh,1140.0,107278,Bh278
108,155,Hs,,108263,Hs263
108,156,Hs,0.0008,108264,Hs264
108,157,Hs,0.002,108265,Hs265
108,158,Hs,0.00297,108266,Hs266
108,159,Hs,0.043,108267,Hs267
108,160,Hs,0.4,108268,Hs268
108,161,Hs,13.0,108269,Hs269
108,162,Hs,7.6,108270,Hs270
108,163,Hs,,108271,Hs271
108,165,Hs,0.51,108273,Hs273
108,167,Hs,0.2,108275,Hs275
108,169,Hs,0.003,108277,Hs277
108,170,Hs,1140.0,108278,Hs278
109,157,Mt,0.0021,109266,Mt266
109,159,Mt,0.021,109268,Mt268
109,161,Mt,0.48,109270,Mt270
109,165,Mt,0.44,109274,Mt274
109,166,Mt,0.02,109275,Mt275
109,167,Mt,0.69,109276,Mt276
109,168,Mt,0.004,109277,Mt277
109,169,Mt,4.5,109278,Mt278
109,173,Mt,66.0,109282,Mt282
110,157,Ds,3e-06,110267,Ds267
110,159,Ds,0.00018,110269,Ds269
110,160,Ds,0.0002,110270,Ds270
110,161,Ds,0.0016,110271,Ds271
110,163,Ds,0.00019,110273,Ds273
110,167,Ds,0.0035,110277,Ds277
110,169,Ds,0.216,110279,Ds279
110,170,Ds,0.007,110280,Ds280
110,171,Ds,12.0,110281,Ds281
110,172,Ds,66.0,110282,Ds282
111,161,Rg,0.0038,111272,Rg272
111,163,Rg,0.012,111274,Rg274
111,167,Rg,0.0042,111278,Rg278
111,168,Rg,0.09,111279,Rg279
111,169,Rg,4.4,111280,Rg280
111,170,Rg,15.0,111281,Rg281
111,171,Rg,100.0,111282,Rg282
111,175,Rg,660.0,111286,Rg286
112,165,Cn,0.00061,112277,Cn277
112,169,Cn,0.18,112281,Cn281
112,170,Cn,0.00096,112282,Cn282
112,171,Cn,4.6,112283,Cn283
112,172,Cn,0.108,112284,Cn284
112,173,Cn,33.0,112285,Cn285
112,174,Cn,660.0,112286,Cn286
113,165,Nh,0.0014,113278,Nh278
113,169,Nh,0.07,113282,Nh282
113,170,Nh,0.07,113283,Nh283
113,171,Nh,0.97,113284,Nh284
113,172,Nh,0.93,113285,Nh285
113,173,Nh,9.5,113286,Nh286
113,177,Nh,2.0,113290,Nh290
114,170,Fl,0.0025,114284,Fl284
114,171,Fl,0.101,114285,Fl285
114,172,Fl,0.166,114286,Fl286
114,173,Fl,0.4,114287,Fl287
114,174,Fl,0.64,114288,Fl288
114,175,Fl,2.4,114289,Fl289
114,176,Fl,19.0,114290,Fl290
115,172,Mc,0.037,115287,Mc287
115,173,Mc,0.17,115288,Mc288
115,174,Mc,0.296,115289,Mc289
115,175,Mc,0.65,115290,Mc290
116,174,Lv,0.0083,116290,Lv290
116,175,Lv,0.019,116291,Lv291
116,176,Lv,0.0128,116292,Lv292
116,177,Lv,0.095,116293,Lv293
116,178,Lv,,116294,Lv294
117,176,Ts,0.021,117293,Ts293
117,177,Ts,0.051,117294,Ts294
118,176,Og,0.00058,118294,Og294
